,Imagem,FEX-esperada,FEX-detectada,Tempo
697,5442,disgust,fear,2.492212598000151
698,3884,disgust,angry,2.4547740520001753
699,5374,disgust,angry,2.5119762690001153
700,2524,disgust,disgust,2.4921389129995077
701,2176,disgust,angry,3.526624869000443
702,4123,disgust,disgust,3.977098804999514
703,2877,disgust,disgust,12.031291410999984
704,4120,disgust,sad,2.787256516000525
705,4460,disgust,angry,2.438479090999863
706,2751,disgust,disgust,2.4465789870000663
707,3551,disgust,disgust,2.439972165000654
708,3676,disgust,angry,2.4877352829998927
709,1290,disgust,sad,2.4642313100002866
710,579,disgust,neutral,2.661916239000675
711,1951,disgust,sad,2.598392282000532
712,2251,disgust,disgust,2.495770755000194
713,2919,disgust,disgust,2.4816651929995714
714,2395,disgust,disgust,2.512312419000409
715,3124,disgust,sad,2.5136719659994924
716,4269,disgust,angry,2.534684279999965
717,5457,disgust,angry,2.5738039329999083
718,1190,disgust,disgust,2.525553403000231
719,1457,disgust,angry,2.531711702999928
720,2369,disgust,neutral,3.3782501910000065
721,3378,disgust,disgust,2.7956690529999833
722,2773,disgust,disgust,2.5209097880006084
723,5336,disgust,disgust,2.5354258280003705
724,4043,disgust,disgust,2.542886907999673
725,4371,disgust,happy,2.6499529160000748
726,5156,disgust,disgust,2.554694596000445
727,617,disgust,disgust,2.530105103999631
728,455,disgust,disgust,2.55683589399996
729,5017,disgust,angry,2.501818130999709
730,5004,disgust,disgust,2.9179326400007994
731,4054,disgust,neutral,2.5481351179996636
732,1592,disgust,disgust,2.571504900999571
733,5479,disgust,disgust,2.5327011370000037
734,303,disgust,angry,2.508572314000048
735,1690,disgust,disgust,2.541714599000443
736,2190,disgust,disgust,2.5032638740003677
737,65,disgust,happy,2.5321096679999755
738,2038,disgust,angry,2.5358914059997915
739,1499,disgust,neutral,2.590696497999488
740,2739,disgust,disgust,2.6254058780004925
741,1615,disgust,angry,2.541921537000235
742,1755,disgust,angry,2.5836990059997333
743,2371,disgust,angry,3.2397961270007727
744,1571,disgust,disgust,3.1529339590006202
745,7,disgust,disgust,2.5517974009999307
746,2411,disgust,disgust,2.513833328000146
747,2040,disgust,happy,2.5754474509994907
748,338,disgust,disgust,2.5657719759992688
749,5069,disgust,sad,2.586894900000516
750,3126,disgust,angry,2.5685419430001275
751,1494,disgust,disgust,2.5400602980007534
752,429,disgust,disgust,2.5602978500000972
753,787,disgust,angry,2.646589672999653
754,366,disgust,disgust,2.5638855789993613
755,1062,disgust,angry,2.6016886130000785
756,5172,disgust,surprise,2.5591354759999376
757,1212,disgust,angry,2.5861733559995628
758,1183,disgust,disgust,2.5490420830001312
759,3025,disgust,angry,2.572846697999921
760,3964,disgust,disgust,2.5219202099997347
761,2736,disgust,surprise,2.557365534999917
762,931,disgust,disgust,2.5495224349997443
763,4132,disgust,disgust,2.566801463000047
764,2590,disgust,neutral,2.589658908000274
765,5349,disgust,surprise,2.583214460000818
766,5297,disgust,disgust,2.7396025349999036
767,3232,disgust,disgust,2.6693775459998506
768,3684,disgust,disgust,2.5328701039998123
769,3021,disgust,surprise,2.5595377429999644
770,4882,disgust,disgust,2.5520061260003786
771,2018,disgust,disgust,2.599524215999736
772,4910,disgust,angry,2.5518661629994313
773,4767,disgust,disgust,2.569785673000297
774,2644,disgust,angry,2.5710432589994525
775,2289,disgust,neutral,2.533521099000609
776,1915,disgust,disgust,2.558415178999894
777,2722,disgust,angry,2.561986751999939
778,2002,disgust,neutral,2.609507766999741
779,467,disgust,surprise,2.550388137000482
780,3682,disgust,disgust,2.5939881620006418
781,685,disgust,angry,2.563891906999743
782,4075,disgust,happy,2.5281402139999045
783,1253,disgust,disgust,2.5638543899995057
784,2162,disgust,neutral,2.5495493710004666
785,1130,disgust,angry,2.566800343000068
786,4951,disgust,disgust,2.544476381000095
787,666,disgust,disgust,2.659378123999886
788,1223,disgust,happy,2.576102873000309
789,2043,disgust,disgust,2.5534991519998584
790,1546,disgust,neutral,2.658780984999794
791,5425,disgust,surprise,2.6400487539995083
792,459,disgust,disgust,2.596984214999793
793,4483,disgust,sad,2.59340530999998
794,4256,disgust,neutral,2.5778032899997925
795,1377,disgust,disgust,2.5794552299994393
796,4361,disgust,disgust,2.527023599000131
797,144,disgust,disgust,2.561689457000284
798,2016,disgust,surprise,2.598970948999522
799,3311,disgust,disgust,2.5597800490004374
800,2635,disgust,disgust,2.9030888669994965
801,2231,disgust,disgust,2.5972282540005835
802,5483,disgust,angry,2.562567936999585
803,1355,disgust,angry,2.5947827709997
804,2992,disgust,angry,2.540110267000273
805,776,disgust,disgust,2.5902848210007505
806,3414,disgust,disgust,2.5797281440000006
807,3939,disgust,angry,2.5592586709999523
808,5136,disgust,fear,2.557511085999977
809,591,disgust,disgust,2.569092527000066
810,355,disgust,disgust,2.5808502840000074
811,5157,disgust,angry,2.5356800030003797
812,3160,disgust,angry,2.5810484909998195
813,2923,disgust,disgust,2.6304697280002074
814,5002,disgust,sad,2.6564677699998356
815,4757,disgust,angry,2.561898356999336
816,289,disgust,disgust,2.5539256689999092
817,3702,disgust,angry,2.563828921000095
818,4979,disgust,angry,2.7130470169995533
819,1396,disgust,sad,2.550202456000079
820,309,disgust,disgust,2.557064683000135
821,2531,disgust,angry,2.568117273000098
822,568,disgust,disgust,2.579473804999907
823,3587,disgust,disgust,2.5661496250004348
824,2324,disgust,disgust,2.5802622000001065
825,3769,disgust,angry,2.6326846270003443
826,2215,disgust,disgust,2.5524863189993994
827,3323,disgust,disgust,2.5726638320002166
828,560,disgust,disgust,2.5633744750002734
829,992,disgust,angry,2.757460056999662
830,618,disgust,angry,2.579760768999222
831,4387,disgust,angry,2.557449627999631
832,789,disgust,fear,2.5691857169995274
833,1498,disgust,disgust,2.569873489999736
834,1555,disgust,angry,2.565769439000178
835,1312,disgust,neutral,2.5776772330000313
836,4523,disgust,happy,2.562437513000077
837,4170,disgust,sad,2.6394429089996265
838,601,disgust,angry,2.5963403589994414
839,2035,disgust,disgust,2.574261589999878
840,3873,disgust,disgust,2.5720536149992768
841,1969,disgust,disgust,2.5607473480004046
842,2963,disgust,sad,2.5695162100000744
843,2814,disgust,surprise,2.560396279000088
844,4825,disgust,disgust,2.5722994429997925
845,399,disgust,angry,2.5548820150006577
846,3570,disgust,neutral,2.5844020650001767
847,3579,disgust,angry,2.5871015259999695
848,1313,disgust,happy,2.8158994420000454
849,3758,disgust,sad,2.6448998969999593
850,786,disgust,disgust,3.0437321070003236
851,2770,disgust,angry,2.5810901739996552
852,814,disgust,angry,2.546518956
853,818,disgust,happy,2.649182676000237
854,64,disgust,angry,2.5964030360000834
855,2030,disgust,angry,2.5786735719993885
856,3835,disgust,disgust,2.6833965530004207
857,5385,disgust,angry,2.529576007000287
858,1153,disgust,happy,2.5729896359998747
859,4823,disgust,happy,2.5652911719998883
860,1702,disgust,disgust,2.5879429850001543
861,2802,disgust,angry,2.574458009999944
862,5343,disgust,sad,2.571177832000103
863,1616,disgust,angry,2.5593320459993265
864,424,disgust,angry,2.542537047999758
865,1511,disgust,sad,2.5804766479996033
866,2118,disgust,angry,2.601669384000161
867,4946,disgust,surprise,2.571966065000197
868,4074,disgust,happy,2.6105316660004974
869,2052,disgust,disgust,2.605303391999769
870,1273,disgust,disgust,2.583919996000077
871,2423,disgust,angry,2.5734140090007713
872,4963,disgust,sad,2.5679030490000514
873,3578,disgust,angry,2.5982720609999888
874,363,disgust,surprise,2.5534372720003375
875,4191,disgust,disgust,2.63696139700005
876,3284,disgust,neutral,2.554167168999811
877,3754,disgust,disgust,2.5737156440000035
878,5406,disgust,neutral,2.58942027699959
879,2910,disgust,neutral,2.566246286999558
880,3243,disgust,neutral,2.5801879910004573
881,2211,disgust,disgust,2.558896745000311
882,3879,disgust,happy,2.5785214229999838
883,2128,disgust,sad,2.5648375419996228
884,468,disgust,happy,2.6157639050006765
885,4084,disgust,disgust,2.6053561770004308
886,4314,disgust,happy,2.541557485999874
887,3707,disgust,sad,2.5834003319996555
888,3248,disgust,disgust,2.57121217599979
889,2817,disgust,angry,2.5854502699994555
890,5009,disgust,sad,2.576539618999959
891,3933,disgust,sad,2.562850776000232
892,3415,disgust,angry,2.6671946769993156
893,758,disgust,angry,2.5349264030000995
894,2503,disgust,happy,2.5730099089996656
895,885,disgust,angry,2.594474812000044
896,5083,disgust,sad,2.6041408609999053
897,1317,disgust,angry,2.5856831009996313
898,4383,disgust,angry,2.5557191569996576
899,1795,disgust,angry,2.573238181000306
900,5227,disgust,disgust,2.551201620000029
901,4815,disgust,disgust,2.551031986000453
902,3255,disgust,disgust,2.5897170849993927
903,1194,disgust,surprise,2.5513022180002736
904,2854,disgust,disgust,2.730150856000364
905,1444,disgust,sad,2.560868317999848
906,4315,disgust,disgust,2.581909923999774
907,2882,disgust,disgust,2.574348109999846
908,4001,disgust,angry,2.5371797640000295
909,702,disgust,disgust,2.5815497240000695
910,3368,disgust,angry,2.579349939000167
911,4864,disgust,sad,2.5753666119999252
912,1018,disgust,fear,2.5639005140001245
913,5255,disgust,disgust,2.582505041999866
914,5186,disgust,disgust,2.596218263999617
915,5426,disgust,neutral,2.554222373999437
916,5042,disgust,neutral,2.5738026250000985
917,1211,disgust,neutral,2.5859553079999387
918,4489,disgust,neutral,2.584046947999923
919,1274,disgust,angry,2.627804075000313
920,5365,disgust,disgust,2.5568945599998187
921,2973,disgust,angry,2.771348754000428
922,328,disgust,surprise,2.5565560690001803
923,4158,disgust,disgust,2.4963280560004932
924,3713,disgust,disgust,2.5097182780000367
925,4427,disgust,sad,2.4839259350001157
926,2150,disgust,disgust,2.5320984560003126
927,406,disgust,sad,2.53864857499957
928,1473,disgust,disgust,2.492722975000106
929,4734,disgust,disgust,2.453382385999248
930,1926,disgust,surprise,2.510687052999856
931,5143,disgust,sad,2.4785017359999983
932,3119,disgust,disgust,2.480901679999988
933,1822,disgust,happy,2.4814129180003874
934,4994,disgust,disgust,2.5058958629997505
935,3393,disgust,disgust,2.4664073860003555
936,3822,disgust,disgust,2.5197210639998957
937,1882,disgust,disgust,2.468430122999962
938,2050,disgust,surprise,2.500969525000073
939,3005,disgust,disgust,2.499594409000565
940,3567,disgust,disgust,2.5067945840000903
941,1487,disgust,disgust,2.458064350999848
942,3170,disgust,disgust,2.4886717869994754
943,4957,disgust,angry,2.609537688999808
944,2952,disgust,disgust,2.487314017999779
945,1930,disgust,neutral,2.5617242680000345
946,2667,disgust,fear,2.6990457160000005
947,3074,disgust,angry,2.431936971000141
948,1241,disgust,happy,2.4928978469997674
949,1372,disgust,angry,2.4861094609996144
950,178,disgust,surprise,2.4800358000002234
951,3271,disgust,disgust,2.4817842440006643
952,5200,disgust,disgust,2.49688819199946
953,1210,disgust,disgust,2.4518485020007574
954,2795,disgust,disgust,2.496871166999881
955,131,disgust,angry,2.47558264700001
956,5468,disgust,disgust,2.5061909340001876
957,3902,disgust,angry,2.554054695000559
958,5371,disgust,disgust,2.488047359999655
959,2623,disgust,angry,2.450379165999948
960,314,disgust,disgust,2.521167982999941
961,1397,disgust,disgust,2.4868552560001262
962,70,disgust,disgust,2.5055044129994712
963,38,disgust,fear,2.4780697349997354
964,5081,disgust,angry,3.2052313320000394
965,497,disgust,neutral,2.5059732370000347
966,148,disgust,surprise,2.4649563519997173
967,5244,disgust,disgust,2.480074040000545
968,1324,disgust,disgust,2.472023358000115
969,4860,disgust,angry,2.5483824240000104
970,4340,disgust,disgust,2.4674589539999943
971,1785,disgust,surprise,2.576051035999626
972,3242,disgust,fear,2.475427794999632
973,1818,disgust,disgust,2.471203897000123
974,2800,disgust,angry,2.503921538999748
975,353,disgust,neutral,2.48754232400006
976,2491,disgust,neutral,2.465472748999673
977,792,disgust,disgust,2.5042090860006283
978,4534,disgust,disgust,2.455585763000272
979,3762,disgust,disgust,2.488011849999566
980,1283,disgust,disgust,2.4808248720000847
981,3272,disgust,disgust,2.5091241749996698
982,1713,disgust,neutral,2.4894237509997765
983,5486,disgust,disgust,2.4816055870005584
984,305,disgust,angry,2.469913472999906
985,1003,disgust,angry,2.5008525760003977
986,4444,disgust,neutral,2.4684269099998346
987,1584,disgust,sad,2.54948375999993
988,2123,disgust,sad,2.4757545640004537
989,4879,disgust,disgust,2.486314410999512
990,300,disgust,disgust,2.4464179739998144
991,2700,disgust,disgust,2.5132441340001606
992,2728,disgust,neutral,2.4707498779998787
993,3355,disgust,disgust,2.4995054579994758
994,2029,disgust,sad,2.4787473299993508
995,2602,disgust,happy,2.5162352580000515
996,3458,disgust,neutral,2.457759734999854
997,2545,disgust,fear,2.501490931999797
998,142,disgust,happy,2.469711563000601
999,5274,disgust,disgust,2.4875668480008244
1000,2685,fear,surprise,2.483351801999561
1001,1956,fear,neutral,2.4864197309998417
1002,2447,fear,surprise,2.46012794499984
1003,5195,fear,neutral,2.4838263130004634
1004,1780,fear,fear,2.471562754999468
1005,3196,fear,fear,2.493859603000601
1006,449,fear,fear,2.4695043940000687
1007,5320,fear,surprise,2.484392878000108
1008,2493,fear,fear,2.474964267999894
1009,4966,fear,surprise,2.4932334239992997
1010,2180,fear,neutral,2.4763139870001396
1011,4769,fear,fear,2.492407732999709
1012,3831,fear,surprise,2.4949784750006074
1013,605,fear,surprise,2.4878274610000517
1014,181,fear,surprise,2.4616982139996253
1015,4394,fear,angry,2.477509626000028
1016,1453,fear,surprise,2.47127698300028
1017,3906,fear,sad,2.5138888509991375
1018,5391,fear,disgust,2.544134629999462
1019,2005,fear,fear,2.4881345619996864
1020,5238,fear,disgust,2.4558854200004134
1021,728,fear,sad,2.4752884739991714
1022,155,fear,fear,2.517517094000141
1023,4143,fear,surprise,2.4847956180001347
1024,4353,fear,sad,2.483432322000226
1025,3017,fear,fear,2.4561774989997502
1026,4673,fear,fear,2.503877650000504
1027,3427,fear,fear,2.5386185059996933
1028,1352,fear,fear,2.515442031999555
1029,847,fear,angry,2.4855902709987276
1030,1500,fear,surprise,2.481741866999073
1031,4933,fear,angry,2.4532979909999995
1032,4572,fear,surprise,2.4933802319992537
1033,4377,fear,fear,2.511056630000894
1034,4550,fear,fear,2.5011620460009
1035,4166,fear,fear,2.489267454000583
1036,196,fear,surprise,2.487550726000336
1037,1144,fear,neutral,2.4572880279993115
1038,3164,fear,fear,2.506023808999089
1039,1115,fear,fear,2.4744901670001127
1040,1763,fear,surprise,2.568993495999166
1041,4274,fear,fear,2.476875554999424
1042,3954,fear,surprise,2.4994994419994327
1043,3698,fear,fear,2.459405756999331
1044,3047,fear,fear,2.4978048199991463
1045,400,fear,surprise,2.4737001309986226
1046,2876,fear,neutral,2.4951403960003518
1047,4735,fear,sad,2.481935503999921
1048,4241,fear,angry,2.4900599749998946
1049,394,fear,disgust,2.4620732290004526
1050,4496,fear,surprise,2.5128859950000333
1051,4800,fear,surprise,2.482827541000006
1052,5077,fear,fear,2.483644658999765
1053,1037,fear,fear,2.491755283999737
1054,3363,fear,angry,2.502945203999843
1055,198,fear,fear,2.4602111770000192
1056,4181,fear,surprise,2.495135216999188
1057,4839,fear,surprise,2.4769977569994808
1058,1376,fear,disgust,2.484793139999965
1059,4959,fear,fear,2.5373504489998595
1060,4336,fear,angry,2.4945590139996057
1061,3542,fear,fear,2.459720085000299
1062,606,fear,sad,2.497872637999535
1063,746,fear,neutral,2.4779561380000814
1064,1496,fear,fear,2.489931059999435
1065,3302,fear,sad,2.474617052999747
1066,17,fear,fear,2.5024815990000207
1067,2741,fear,surprise,2.463303705000726
1068,2082,fear,sad,2.496208835998914
1069,1947,fear,disgust,2.4696609130005527
1070,1308,fear,neutral,2.5081139390003955
1071,2793,fear,fear,2.4867713909989106
1072,5103,fear,happy,2.474041653000313
1073,948,fear,neutral,2.462130223000713
1074,991,fear,angry,2.4992421269998886
1075,3049,fear,sad,2.4760738400000264
1076,1256,fear,neutral,2.4864909300013096
1077,5315,fear,surprise,2.497304398999404
1078,4386,fear,fear,2.5532149280006706
1079,580,fear,surprise,2.5836457469995366
1080,162,fear,fear,2.5524117589993693
1081,5116,fear,angry,2.5449286270013545
1082,805,fear,fear,2.5691805530004785
1083,1787,fear,fear,2.558446103001188
1084,2116,fear,angry,2.587685156000589
1085,4065,fear,angry,2.5751386060001096
1086,5063,fear,fear,2.544981757999267
1087,2706,fear,fear,2.6013153179992514
1088,419,fear,fear,2.6311947559988766
1089,3839,fear,fear,2.6297717259985802
1090,2864,fear,surprise,2.570539196000027
1091,1834,fear,sad,2.5657055899991974
1092,23,fear,fear,2.584596179000073
1093,1833,fear,fear,2.5353178839995962
1094,2145,fear,fear,2.5710239299987734
1095,714,fear,sad,2.571458779999375
1096,4137,fear,sad,2.6146146659993974
1097,2467,fear,fear,2.6204583729995647
1098,3460,fear,fear,2.5611279849999846
1099,3927,fear,surprise,2.5745725799988577
1100,4744,fear,happy,2.588188109000839
1101,2810,fear,fear,2.578843784000128
1102,3608,fear,surprise,2.5733283080007823
1103,3583,fear,fear,2.5873640359986894
1104,5250,fear,fear,2.674190693000128
1105,3448,fear,surprise,2.543306745999871
1106,1002,fear,fear,2.5877228350000223
1107,5225,fear,sad,2.587466967999717
1108,3054,fear,fear,2.550609242000064
1109,4932,fear,surprise,2.6723789629995736
1110,364,fear,fear,2.5557905540008505
1111,265,fear,fear,2.5858257380004943
1112,2063,fear,disgust,2.594552800999736
1113,5168,fear,fear,2.573298039000292
1114,802,fear,surprise,2.5748261070002627
1115,3627,fear,fear,2.539909164001074
1116,721,fear,fear,2.575961107999319
1117,4495,fear,happy,2.559644565999406
1118,2835,fear,sad,2.580996241000321
1119,1486,fear,neutral,2.5890207930006
1120,5237,fear,surprise,2.551590612001746
1121,1964,fear,neutral,2.5837100030003057
1122,3506,fear,fear,2.537561129000096
1123,3791,fear,fear,2.5865036040013365
1124,3440,fear,surprise,2.5581257409994578
1125,1193,fear,disgust,2.596387946001414
1126,341,fear,angry,2.6006540639991726
1127,1535,fear,fear,2.5684810200000356
1128,2541,fear,angry,2.5736110519992508
1129,3372,fear,fear,2.552543047000654
1130,5448,fear,surprise,2.573964061000879
1131,2597,fear,surprise,2.5604418509992684
1132,2380,fear,surprise,2.572042927000439
1133,3548,fear,surprise,2.5734749069997633
1134,2138,fear,fear,2.5565234170007898
1135,2279,fear,angry,2.595068951999565
1136,4307,fear,angry,2.5412850869997783
1137,3466,fear,surprise,2.564310268000554
1138,1116,fear,surprise,2.579086546000326
1139,282,fear,sad,2.5792763310000737
1140,2110,fear,angry,2.578171189999921
1141,503,fear,surprise,2.5695033880001574
1142,3711,fear,sad,2.572563624000395
1143,1622,fear,sad,2.5412799710011313
1144,4983,fear,sad,2.567800671000441
1145,1985,fear,sad,2.558031583999764
1146,1419,fear,sad,2.570800108000185
1147,706,fear,angry,2.583744226001727
1148,3478,fear,surprise,2.569640015999539
1149,3352,fear,surprise,2.564053641999635
1150,3386,fear,fear,2.5517571849995875
1151,1515,fear,angry,2.5738304580008844
1152,5344,fear,fear,2.5624149380000745
1153,2726,fear,surprise,2.5860023599998385
1154,4086,fear,sad,2.5868372059994726
1155,3314,fear,fear,2.6148405269996147
1156,1598,fear,fear,2.5748973570007365
1157,1363,fear,fear,2.5571992849982053
1158,1463,fear,fear,2.5540884820002248
1159,215,fear,fear,2.5720765799997025
1160,3875,fear,neutral,2.55154918199878
1161,1649,fear,surprise,2.57204490499862
1162,4623,fear,fear,2.5731003470009455
1163,3390,fear,surprise,2.6167818829999305
1164,2673,fear,surprise,2.5985996639992663
1165,4055,fear,neutral,2.5614106210014143
1166,3672,fear,happy,2.57032444700053
1167,1048,fear,surprise,2.540001805000429
1168,1268,fear,sad,2.580472453000766
1169,3751,fear,disgust,2.541062606000196
1170,1170,fear,angry,2.581501976999789
1171,3114,fear,fear,2.5640074589991855
1172,316,fear,surprise,2.547045672999957
1173,4060,fear,surprise,2.5762200510016555
1174,2574,fear,neutral,2.5608130429991434
1175,1442,fear,sad,2.584604368001237
1176,403,fear,angry,2.585644026999944
1177,5407,fear,fear,2.6030288620004285
1178,1011,fear,fear,2.5743864650012256
1179,1942,fear,fear,2.5519452979988273
1180,113,fear,surprise,2.5917092460003914
1181,1520,fear,neutral,2.5509073100001842
1182,3501,fear,fear,2.6566541960000905
1183,1704,fear,disgust,2.5680216119999386
1184,3513,fear,surprise,2.5848879130007845
1185,3488,fear,fear,2.58222390300034
1186,2235,fear,fear,2.5353073100013717
1187,3224,fear,sad,2.577686018001259
1188,4829,fear,fear,2.567902401999163
1189,208,fear,neutral,2.6118698390000645
1190,1294,fear,fear,2.5683135250001214
1191,529,fear,surprise,2.567688098999497
1192,2582,fear,neutral,2.588445811999918
1193,2,fear,surprise,2.5544314710004983
1194,4114,fear,sad,2.5741545639994
1195,4416,fear,disgust,2.5640737590001663
1196,4607,fear,neutral,2.5786454339995544
1197,4239,fear,sad,2.5738376019999123
1198,2940,fear,sad,2.676741384999332
1199,930,fear,fear,2.574363548999827
1200,598,fear,happy,2.536480191998635
1201,2007,fear,fear,2.586039055000583
1202,3515,fear,surprise,2.577198586999657
1203,1845,fear,surprise,2.5812453550006467
1204,3265,fear,surprise,2.5978537579994736
1205,2424,fear,fear,2.5548028819994215
1206,1798,fear,disgust,2.5630971509999654
1207,4625,fear,happy,2.5606214170002204
1208,2262,fear,surprise,2.564323426999181
1209,4369,fear,sad,2.56596745600109
1210,447,fear,fear,2.555276586999753
1211,1478,fear,sad,2.57782262299952
1212,2740,fear,fear,2.5592022639993957
1213,4987,fear,happy,2.580788309000127
1214,4449,fear,fear,2.5753679489989736
1215,5453,fear,sad,2.5624981529999786
1216,1021,fear,angry,2.6321017959999153
1217,3221,fear,surprise,2.891711389000193
1218,2937,fear,fear,2.576677662000293
1219,1445,fear,surprise,2.5787344820000726
1220,5055,fear,disgust,2.5661703049991047
1221,3728,fear,angry,2.587533744001121
1222,5318,fear,fear,2.560826144001112
1223,782,fear,sad,2.5628902000007656
1224,3463,fear,angry,2.5880715690000216
1225,2166,fear,disgust,2.563968351998483
1226,3404,fear,fear,2.570614778998788
1227,4088,fear,fear,2.6007263499996043
1228,3210,fear,fear,2.575964305000525
1229,3425,fear,fear,2.564645351998479
1230,3788,fear,surprise,2.574567306000972
1231,1165,fear,surprise,2.576950301998295
1232,1387,fear,fear,2.5654947359998914
1233,177,fear,sad,2.578675482000108
1234,3874,fear,sad,2.5845863909999025
1235,1772,fear,angry,2.581331429999409
1236,2798,fear,neutral,2.599965281999175
1237,1351,fear,fear,2.542888153000604
1238,68,fear,fear,2.595083861000603
1239,2939,fear,happy,2.5757714419996773
1240,1854,fear,fear,2.617677176000143
1241,1840,fear,fear,2.5588821270011977
1242,2807,fear,fear,2.6008408409998083
1243,915,fear,surprise,2.589501955000742
1244,3544,fear,surprise,2.546741906000534
1245,3605,fear,sad,2.5715252150002925
1246,5341,fear,sad,2.558661701999881
1247,2456,fear,fear,2.575417476000439
1248,1176,fear,fear,2.563888215001498
1249,2284,fear,fear,2.5594542879989604
1250,4962,fear,fear,2.5731465099997877
1251,4808,fear,fear,2.5495189229986863
1252,3866,fear,sad,2.580732984999486
1253,5070,fear,surprise,2.560331540000334
1254,4514,fear,surprise,2.5900866299998597
1255,3159,fear,surprise,2.5855765369997243
1256,3828,fear,angry,2.55484164399968
1257,4947,fear,fear,2.5751130989992816
1258,299,fear,disgust,2.543022228999689
1259,4250,fear,fear,2.587759144998927
1260,4881,fear,happy,2.5622302849988046
1261,622,fear,fear,2.591746583000713
1262,4764,fear,fear,2.573144230998878
1263,174,fear,neutral,2.5652701359995262
1264,4724,fear,fear,2.5875178379992576
1265,1306,fear,fear,2.565993759999401
1266,5060,fear,surprise,2.5793436899984954
1267,1529,fear,fear,2.544324348000373
1268,2356,fear,fear,2.6276474020014575
1269,5199,fear,fear,2.5892193439995026
1270,385,fear,surprise,2.567671426999368
1271,2155,fear,surprise,2.5898080229999323
1272,1826,fear,fear,3.7230375749986706
1273,2193,fear,angry,2.6068017889992916
1274,4955,fear,fear,2.5734319319999486
1275,3597,fear,sad,2.552452820000326
1276,3146,fear,fear,2.620420823999666
1277,4942,fear,fear,2.8200519339989114
1278,2859,fear,fear,2.5614860509995196
1279,1586,fear,fear,2.5842829200009874
1280,4203,fear,happy,2.5782507849999092
1281,679,fear,fear,2.5964365169984376
1282,2833,fear,fear,2.594456894999894
1283,2137,fear,fear,2.5579945600002247
1284,2790,fear,surprise,2.594341402000282
1285,1151,fear,angry,2.5720946620003815
1286,716,fear,sad,2.5991227840004285
1287,4140,fear,surprise,2.6785357360004127
1288,680,fear,surprise,2.5738885549999395
1289,1174,fear,fear,2.609402036001484
1290,5052,fear,sad,2.5574105830000917
1291,1204,fear,fear,2.5670962179992785
1292,2233,fear,fear,2.575669342000765
1293,5383,fear,surprise,2.5610991769990505
1294,2263,fear,fear,2.66597878399989
1295,968,fear,surprise,2.5751718890005577
1296,936,fear,angry,2.591781742999956
1297,4400,fear,fear,2.59939278100137
1298,4363,fear,fear,2.5455154740011494
1299,5480,fear,sad,2.578628379998918
1300,638,fear,fear,2.563130234999335
1301,3888,fear,surprise,2.5855529450000176
1302,3748,fear,surprise,2.5851929519994883
1303,5209,fear,angry,2.579249250999055
1304,96,fear,surprise,2.581499262998477
1305,2480,fear,fear,2.54629678099991
1306,2852,fear,angry,2.586353873999542
1307,2439,fear,surprise,2.557922277999751
1308,3850,fear,surprise,2.58608705000006
1309,4321,fear,fear,2.5879193019991362
1310,4807,fear,surprise,2.5723205780013814
1311,3168,fear,fear,2.534658735999983
1312,3303,fear,angry,2.4571920149992366
1313,4749,fear,fear,2.5194903749998048
1314,738,fear,fear,2.489875145998667
1315,3679,fear,fear,2.5326938559992414
1316,5022,fear,surprise,2.494241747999695
1317,565,fear,surprise,2.505545316998905
1318,3512,fear,sad,2.4605538150008215
1319,2178,fear,fear,2.5115534079995996
1320,2791,fear,fear,2.480544699999882
1321,974,fear,sad,2.496950554999785
1322,4344,fear,surprise,2.487726098001076
1323,121,fear,surprise,2.690739484000005
1324,1030,fear,disgust,2.4666175940001267
1325,1641,fear,surprise,2.502143162999346
1326,1465,fear,surprise,2.4766810679993796
1327,1157,fear,fear,2.504717862000689
1328,5153,fear,fear,2.5520570730004692
1329,3098,fear,disgust,2.519968736998635
1330,4895,fear,fear,2.462358843999027
1331,4349,fear,fear,2.5010636019997037
1332,2578,fear,fear,2.469145851000576
1333,3925,fear,fear,2.555779607000659
1334,4334,fear,happy,2.4782400139993115
1335,2004,fear,fear,2.501477853000324
1336,587,fear,fear,2.4550549680006952
1337,5146,fear,surprise,2.49814163299925
1338,4228,fear,surprise,2.5503931409984943
1339,312,fear,surprise,2.4916222619995096
1340,4593,fear,neutral,2.482773427000211
1341,3435,fear,angry,2.5407815589987877
1342,1209,fear,fear,2.592819129000418
1343,2365,fear,sad,2.5315003499999875
1344,1145,fear,neutral,2.5687840869995853
1345,2526,fear,neutral,2.5541938910009776
1346,204,fear,fear,2.5658874589989864
1347,481,fear,surprise,2.562386985999183
1348,1143,fear,fear,2.5772039080002287
1349,5415,fear,surprise,2.5623758980000275
1350,4878,fear,angry,2.56334679199972
1351,1557,fear,surprise,2.583821687998352
1352,4424,fear,surprise,2.587101959999927
1353,722,fear,fear,2.572561967001093
1354,695,fear,fear,2.5839374410006712
1355,472,fear,fear,2.567429639999318
1356,5121,fear,fear,2.5812536960002035
1357,471,fear,fear,2.548421376000988
1358,3117,fear,happy,2.590236914998968
1359,4716,fear,neutral,2.5632680660000915
1360,3039,fear,surprise,2.6598871139995026
1361,4547,fear,fear,2.5529490949993487
1362,5092,fear,neutral,2.565834413999255
1363,1152,fear,neutral,2.5829083640001045
1364,25,fear,neutral,2.538398145999963
1365,2998,fear,surprise,2.592473003000123
1366,1449,fear,angry,2.5719000839999353
1367,2902,fear,surprise,2.592653331999827
