image,labelled_fex,detected_fex,time
3658,disgust,happy,0.06841110000095796
3664,disgust,disgust,0.07712850000098115
366,disgust,happy,0.07716360000631539
3673,disgust,surprise,0.08085579999897163
3675,disgust,fear,0.08601530000305502
3676,disgust,angry,0.07042050000018207
3682,disgust,angry,0.08473720000620233
3684,disgust,sad,0.08758899999520509
3702,disgust,fear,0.09125939999648836
3707,disgust,fear,0.08443199999601347
370,disgust,angry,0.08823760000086622
3713,disgust,surprise,0.0803033000047435
3715,disgust,sad,0.06749570000101812
3725,disgust,fear,0.0680867000046419
372,disgust,happy,0.06972790000145324
373,disgust,disgust,0.06544679999933578
3741,disgust,disgust,0.08171610000135843
3754,disgust,fear,0.09602840000297874
3758,disgust,surprise,0.0716857000006712
3762,disgust,happy,0.08772669999598293
3769,disgust,neutral,0.0685795999961556
3814,disgust,sad,0.07952929999737535
381,disgust,happy,0.06717709999793442
3822,disgust,angry,0.07927719999861438
3835,disgust,neutral,0.06397809999907622
3867,disgust,sad,0.06493749999935972
3873,disgust,happy,0.08768959999724757
3879,disgust,happy,0.08991709999827435
3884,disgust,fear,0.08445000000210712
389,disgust,neutral,0.08280519999971148
38,disgust,angry,0.0657098000010592
3902,disgust,angry,0.08274089999758871
3917,disgust,angry,0.08359259999997448
3933,disgust,angry,0.08670610000262968
3939,disgust,neutral,0.07580050000251504
3940,disgust,neutral,0.08498430000327062
3964,disgust,happy,0.08201769999868702
398,disgust,happy,0.08408509999571834
399,disgust,surprise,0.07977760000358103
4001,disgust,fear,0.08644379999896046
4035,disgust,angry,0.09290970000438392
4043,disgust,fear,0.08557650000147987
4054,disgust,neutral,0.08414579999953276
4068,disgust,sad,0.09121320000122068
406,disgust,angry,0.08692639999935636
4074,disgust,angry,0.09224769999855198
4075,disgust,happy,0.08086929999990389
4076,disgust,happy,0.06835960000171326
4084,disgust,fear,0.09215870000480209
4106,disgust,angry,0.08130979999987176
4111,disgust,sad,0.08222950000345008
4112,disgust,fear,0.06621409999934258
4120,disgust,happy,0.07911050000257092
4123,disgust,angry,0.07988960000511725
4128,disgust,neutral,0.0836053000020911
4132,disgust,disgust,0.06725160000496544
4151,disgust,happy,0.07861379999667406
4158,disgust,neutral,0.0891327999997884
4161,disgust,happy,0.06746449999627657
4170,disgust,fear,0.08220129999972414
4179,disgust,fear,0.08569960000022547
4185,disgust,angry,0.08313939999789
4191,disgust,neutral,0.07892960000026505
4204,disgust,angry,0.0951543999981368
420,disgust,sad,0.08771210000122664
4219,disgust,angry,0.0875473000050988
424,disgust,angry,0.07135120000020834
4256,disgust,angry,0.06585650000488386
4261,disgust,fear,0.0909830000018701
4268,disgust,fear,0.07394410000415519
4269,disgust,happy,0.07681610000145156
429,disgust,happy,0.08192490000510588
4306,disgust,sad,0.08183010000357172
4314,disgust,happy,0.08831760000612121
4315,disgust,happy,0.08902910000324482
4340,disgust,angry,0.08563309999590274
434,disgust,fear,0.08335269999952288
4361,disgust,disgust,0.08606890000373824
4367,disgust,neutral,0.08777769999869633
4371,disgust,sad,0.06606439999450231
4383,disgust,neutral,0.0777416000055382
4387,disgust,neutral,0.08555469999555498
4388,disgust,fear,0.08661969999957364
4427,disgust,fear,0.08955579999746988
4435,disgust,neutral,0.06667160000506556
4444,disgust,neutral,0.0858033999975305
4450,disgust,fear,0.07918179999978747
4453,disgust,happy,0.08256000000255881
4460,disgust,sad,0.08330959999875631
4473,disgust,neutral,0.06661779999558348
4478,disgust,fear,0.0888760999951046
4483,disgust,angry,0.07072530000004917
4489,disgust,angry,0.07956910000211792
4492,disgust,fear,0.06368660000589443
4499,disgust,surprise,0.07739849999779835
4504,disgust,angry,0.08293989999947371
451,disgust,sad,0.08210629999666708
4523,disgust,neutral,0.06445429999439511
4534,disgust,sad,0.06858859999920242
4538,disgust,sad,0.08786879999388475
4548,disgust,fear,0.08744999999908032
455,disgust,happy,0.08572940000158269
4569,disgust,fear,0.0807660999998916
4577,disgust,sad,0.09470359999977518
459,disgust,angry,0.08268260000477312
4642,disgust,disgust,0.07777000000351109
4663,disgust,angry,0.08482499999809079
4665,disgust,sad,0.06809980000252835
466,disgust,surprise,0.07124839999596588
467,disgust,happy,0.08801839999796357
4685,disgust,sad,0.06775560000096448
468,disgust,neutral,0.07868279999820516
469,disgust,sad,0.08274859999801265
4727,disgust,happy,0.08170189999509603
4728,disgust,sad,0.07923100000334671
4734,disgust,disgust,0.0676443999982439
474,disgust,angry,0.08583579999685753
4755,disgust,happy,0.08226770000328543
4757,disgust,angry,0.0691170999998576
4767,disgust,fear,0.06820799999695737
4772,disgust,sad,0.07335980000061681
4815,disgust,fear,0.0918424000046798
4823,disgust,happy,0.07872959999804152
4825,disgust,fear,0.07512200000201119
4827,disgust,fear,0.08128900000156136
4853,disgust,neutral,0.07909949999884702
4860,disgust,sad,0.08475370000087423
4864,disgust,neutral,0.2335605999978725
4872,disgust,happy,0.09075540000048932
4879,disgust,happy,0.08555999999953201
4880,disgust,fear,0.07565750000503613
4882,disgust,angry,0.06450429999676999
4883,disgust,fear,0.07934540000132984
4910,disgust,neutral,0.09831420000409707
4931,disgust,happy,0.06641300000046613
4946,disgust,neutral,0.08897609999985434
4951,disgust,neutral,0.09126139999716543
4957,disgust,fear,0.06748599999991711
4963,disgust,angry,0.08105269999941811
4979,disgust,sad,0.07304260000091745
497,disgust,sad,0.06612309999763966
4994,disgust,sad,0.08125200000358745
5002,disgust,sad,0.09140650000335881
5004,disgust,sad,0.07720640000479762
5009,disgust,fear,0.08610909999697469
5017,disgust,neutral,0.08085590000700904
5020,disgust,neutral,0.06743899999855785
5024,disgust,sad,0.08855919999768957
5038,disgust,fear,0.07730669999727979
5042,disgust,sad,0.08644909999566153
5069,disgust,happy,0.06436630000098376
5081,disgust,angry,0.08703110000351444
5083,disgust,neutral,0.06702299999597017
508,disgust,happy,0.06515879999642493
510,disgust,angry,0.08688009999605129
5136,disgust,neutral,0.09171340000466444
5143,disgust,angry,0.0686829000042053
5154,disgust,angry,0.08492130000377074
5156,disgust,fear,0.07921280000300612
5157,disgust,sad,0.06899270000576507
5172,disgust,neutral,0.06611880000127712
5173,disgust,disgust,0.08599020000110613
5186,disgust,fear,0.08151539999380475
5200,disgust,angry,0.08001030000013998
5227,disgust,neutral,0.08781280000403058
5244,disgust,angry,0.07799630000226898
5255,disgust,sad,0.06649259999539936
5266,disgust,neutral,0.08565939999971306
5274,disgust,angry,0.07584599999972852
5297,disgust,disgust,0.06910100000095554
530,disgust,angry,0.08365580000099726
5332,disgust,happy,0.06431460000021616
5336,disgust,neutral,0.08958279999933438
5343,disgust,sad,0.06707360000291374
5349,disgust,happy,0.08389660000102594
5354,disgust,happy,0.08381870000448544
5365,disgust,disgust,0.08694400000240421
5367,disgust,fear,0.08438319999550004
5371,disgust,happy,0.06652139999641804
5374,disgust,angry,0.07739829999627545
5385,disgust,surprise,0.06684230000246316
5393,disgust,disgust,0.08699880000494886
539,disgust,neutral,0.08927370000310475
5406,disgust,fear,0.07138299999496667
5425,disgust,neutral,0.06548050000128569
5426,disgust,angry,0.0827549999958137
5437,disgust,fear,0.08525180000287946
5442,disgust,angry,0.06868050000048243
5456,disgust,fear,0.08928800000285264
5457,disgust,angry,0.06628679999994347
5468,disgust,sad,0.07159159999719122
5474,disgust,fear,0.09570939999684924
5479,disgust,happy,0.0807275999977719
5483,disgust,angry,0.07626320000417763
5486,disgust,neutral,0.07033010000304785
5487,disgust,neutral,0.09292620000633178
560,disgust,disgust,0.07944779999525053
568,disgust,happy,0.08139829999709036
579,disgust,neutral,0.07881369999813614
591,disgust,angry,0.08032320000347681
601,disgust,happy,0.08139089999895077
617,disgust,neutral,0.0791458000021521
618,disgust,neutral,0.06912260000535753
626,disgust,sad,0.07903950000036275
642,disgust,neutral,0.08318580000195652
64,disgust,surprise,0.08370640000066487
65,disgust,neutral,0.07780070000444539
666,disgust,fear,0.08778929999971297
685,disgust,angry,0.08393680000153836
700,disgust,disgust,0.07823990000179037
702,disgust,happy,0.08707090000098106
70,disgust,neutral,0.08731260000058683
712,disgust,neutral,0.08910710000054678
733,disgust,neutral,0.08550649999961024
73,disgust,surprise,0.06973759999527829
748,disgust,happy,0.08750490000238642
752,disgust,angry,0.0868899999986752
758,disgust,angry,0.08240439999644877
776,disgust,neutral,0.06917569999495754
786,disgust,sad,0.06676169999991544
787,disgust,happy,0.08976500000426313
789,disgust,fear,0.0888928999993368
792,disgust,happy,0.07672479999746429
798,disgust,fear,0.08302260000345996
7,disgust,angry,0.06595979999838164
814,disgust,neutral,0.07728649999626214
818,disgust,happy,0.08612970000103815
825,disgust,neutral,0.07131500000105007
837,disgust,angry,0.089113100002578
845,disgust,sad,0.08778799999709008
854,disgust,sad,0.07871919999888632
861,disgust,neutral,0.0871874000004027
885,disgust,sad,0.06529700000101002
899,disgust,disgust,0.07534609999856912
902,disgust,angry,0.08494490000157384
907,disgust,surprise,0.09172479999688221
931,disgust,happy,0.08076769999752287
944,disgust,fear,0.09604160000162665
950,disgust,neutral,0.09271630000148434
959,disgust,angry,0.06754089999594726
962,disgust,angry,0.0810972999970545
976,disgust,angry,0.0909821999957785
977,disgust,happy,0.08449839999957476
992,disgust,angry,0.07214910000038799
1002,fear,surprise,0.08189199999469565
1011,fear,angry,0.07394129999738652
1021,fear,neutral,0.09180610000476008
1030,fear,surprise,0.08662980000372045
1033,fear,fear,0.08810079999966547
1037,fear,fear,0.09167599999636877
1048,fear,neutral,0.07945029999973485
1060,fear,fear,0.08676759999798378
1092,fear,angry,0.08483179999893764
1115,fear,fear,0.09455280000111088
1116,fear,angry,0.08193020000180695
113,fear,sad,0.0680763000054867
1143,fear,fear,0.09019320000516018
1144,fear,sad,0.08367680000083055
1145,fear,fear,0.08534189999772934
1151,fear,neutral,0.08854609999980312
1152,fear,fear,0.07030500000109896
1157,fear,happy,0.09148149999964517
1165,fear,surprise,0.07688309999502962
1170,fear,sad,0.0911571000033291
1172,fear,surprise,0.09124029999657068
1174,fear,neutral,0.08518029999686405
1176,fear,surprise,0.06618030000390718
1193,fear,fear,0.07058770000003278
1204,fear,angry,0.07847839999885764
1209,fear,fear,0.06921569999394706
121,fear,fear,0.08199350000359118
1256,fear,neutral,0.0956335000009858
1268,fear,fear,0.0790837999957148
1269,fear,neutral,0.08352970000123605
1294,fear,fear,0.07128229999943869
1306,fear,surprise,0.06959440000355244
1307,fear,disgust,0.07509969999955501
1308,fear,fear,0.06832299999950919
1351,fear,happy,0.14317250000021886
1352,fear,angry,0.0898765000019921
1363,fear,neutral,0.0814269999973476
1376,fear,neutral,0.06809339999745134
1387,fear,fear,0.06877270000404678
1403,fear,surprise,0.0882461000001058
1419,fear,happy,0.06703969999944093
1430,fear,fear,0.0688360999993165
1439,fear,fear,0.08286719999887282
1442,fear,fear,0.08349750000343192
1445,fear,surprise,0.08499380000284873
1449,fear,sad,0.07809319999796571
1453,fear,neutral,0.0828851999976905
1463,fear,surprise,0.06907349999528378
1465,fear,fear,0.08706890000030398
1478,fear,neutral,0.08379369999602204
1486,fear,sad,0.08786200000031386
1496,fear,neutral,0.08543610000197077
1500,fear,happy,0.0655445999946096
1507,fear,fear,0.0863383000032627
1515,fear,fear,0.0826357999976608
1520,fear,fear,0.08835150000231806
1529,fear,fear,0.09269900000072084
1535,fear,fear,0.06505920000199694
1557,fear,surprise,0.08701470000232803
155,fear,sad,0.07836479999969015
1586,fear,surprise,0.07094230000075186
1588,fear,sad,0.0899040000003879
1595,fear,sad,0.0947223999974085
1598,fear,fear,0.08361860000150045
1622,fear,neutral,0.08099940000101924
162,fear,fear,0.09849450000183424
1631,fear,neutral,0.06926509999902919
1641,fear,happy,0.0892628000001423
1649,fear,fear,0.06687460000102874
1657,fear,sad,0.09092210000380874
1659,fear,fear,0.08228910000616452
1687,fear,neutral,0.08484170000156155
1699,fear,neutral,0.08303280000109226
1704,fear,surprise,0.0919685999979265
1720,fear,neutral,0.06448760000057518
1746,fear,fear,0.08091910000075586
174,fear,fear,0.06933690000005299
175,fear,happy,0.09086459999525687
1762,fear,happy,0.08247600000322564
1763,fear,angry,0.07265760000154842
1772,fear,fear,0.08733370000118157
177,fear,sad,0.07485879999876488
1780,fear,neutral,0.06690040000103181
1787,fear,fear,0.07994799999869429
1794,fear,fear,0.08717880000040168
1798,fear,neutral,0.07524379999813391
17,fear,happy,0.08912250000139466
1809,fear,fear,0.08381530000042403
181,fear,neutral,0.09246189999976195
1826,fear,fear,0.08580249999795342
1833,fear,neutral,0.09033580000686925
1834,fear,fear,0.09046289999969304
1840,fear,fear,0.09072590000141645
1841,fear,surprise,0.06645250000292435
1845,fear,neutral,0.08442980000108946
1847,fear,neutral,0.06538089999958174
1854,fear,sad,0.08964250000281027
1897,fear,happy,0.08373390000633663
1942,fear,fear,0.08560429999488406
1943,fear,sad,0.0809402000013506
1947,fear,happy,0.06856020000122953
1956,fear,neutral,0.08716740000090795
1964,fear,neutral,0.09036819999892032
196,fear,neutral,0.0693503000002238
1985,fear,happy,0.06263839999883203
198,fear,fear,0.07090089999837801
1991,fear,fear,0.08558629999606637
2004,fear,fear,0.0715388000025996
2005,fear,neutral,0.0714192000014009
2007,fear,fear,0.065184599996428
204,fear,surprise,0.09457560000009835
205,fear,fear,0.06875489999947604
2063,fear,angry,0.08434299999498762
2073,fear,fear,0.09346780000487342
2082,fear,sad,0.08446669999830192
208,fear,fear,0.08753900000010617
2110,fear,fear,0.08423010000115028
2116,fear,surprise,0.06570780000038212
2125,fear,fear,0.07382569999754196
2126,fear,sad,0.08491769999818644
2135,fear,fear,0.08296420000260696
2137,fear,sad,0.08237609999923734
2138,fear,fear,0.06443430000217631
213,fear,sad,0.08486160000029486
2144,fear,sad,0.0759464000002481
2145,fear,fear,0.07330780000484083
2155,fear,happy,0.08516429999872344
215,fear,surprise,0.08390119999967283
2166,fear,fear,0.08645990000513848
2178,fear,surprise,0.08353050000005169
2180,fear,sad,0.08876210000016727
2193,fear,sad,0.08507040000404231
2233,fear,surprise,0.09046639999723993
2235,fear,happy,0.06774340000265511
2254,fear,surprise,0.0687132000020938
2262,fear,fear,0.0933872000023257
2263,fear,surprise,0.0892974000016693
2275,fear,sad,0.08179450000170618
2279,fear,fear,0.08859669999947073
227,fear,surprise,0.09063860000605928
2284,fear,sad,0.08367450000514509
2356,fear,surprise,0.0900234000000637
2365,fear,sad,0.08082229999854462
2366,fear,fear,0.09151479999854928
2377,fear,happy,0.08195830000477144
2380,fear,surprise,0.06991760000528302
23,fear,neutral,0.08269020000443561
2400,fear,fear,0.06981380000070203
2424,fear,fear,0.07006499999988591
2425,fear,surprise,0.08786109999346081
2426,fear,neutral,0.08217259999946691
2439,fear,angry,0.06671709999500308
2447,fear,neutral,0.09780279999540653
2456,fear,fear,0.08413029999792343
2467,fear,sad,0.06902360000094632
2480,fear,sad,0.14240830000198912
2493,fear,sad,0.06760059999942314
2494,fear,happy,0.06741409999813186
2496,fear,fear,0.07813729999907082
2511,fear,fear,0.08562090000486933
2512,fear,neutral,0.0701413999995566
2526,fear,neutral,0.06439729999692645
2541,fear,angry,0.0832596000036574
2559,fear,fear,0.0860506000026362
2574,fear,neutral,0.08636119999573566
2578,fear,fear,0.06928719999996247
2582,fear,angry,0.08424779999768361
2597,fear,surprise,0.06978009999875212
25,fear,sad,0.06890050000220072
265,fear,happy,0.09086409999872558
2671,fear,fear,0.09003959999972722
2673,fear,sad,0.0666644999946584
2685,fear,angry,0.06796199999371311
2691,fear,neutral,0.06489280000096187
2706,fear,angry,0.08339069999783533
2708,fear,surprise,0.0868274999957066
2726,fear,neutral,0.07004350000352133
2740,fear,neutral,0.09606950000306824
2741,fear,neutral,0.10165229999984149
2748,fear,neutral,0.07762070000171661
2753,fear,fear,0.09194359999673907
2790,fear,fear,0.09026170000288403
2791,fear,neutral,0.08282560000225203
2793,fear,fear,0.0825708000047598
2798,fear,neutral,0.08100140000169631
2807,fear,happy,0.08548059999884572
2810,fear,happy,0.06657649999397108
282,fear,sad,0.08493219999945723
2833,fear,fear,0.06933589999971446
2835,fear,sad,0.07799890000023879
2852,fear,sad,0.0835533999998006
2859,fear,sad,0.08137189999979455
2860,fear,neutral,0.06938590000208933
2864,fear,fear,0.08426409999810858
2875,fear,neutral,0.06409160000475822
2876,fear,neutral,0.08127129999775207
2886,fear,happy,0.08686970000417205
2902,fear,surprise,0.08700079999834998
2912,fear,surprise,0.08173220000026049
2937,fear,fear,0.06589240000175778
2939,fear,happy,0.08656450000125915
2940,fear,neutral,0.08354159999726107
2998,fear,happy,0.08870220000244444
299,fear,angry,0.08502750000479864
2,fear,fear,0.0757305000006454
3017,fear,angry,0.06894150000152877
3039,fear,sad,0.06915520000620745
3047,fear,happy,0.06887970000389032
3049,fear,fear,0.08227450000413228
3054,fear,sad,0.06862209999962943
3098,fear,happy,0.06575599999632686
3114,fear,neutral,0.08439280000311555
3117,fear,neutral,0.06669459999829996
3125,fear,happy,0.07733839999855263
312,fear,happy,0.09048690000054194
3134,fear,sad,0.07964979999815114
3143,fear,neutral,0.06725920000462793
3146,fear,happy,0.06629030000476632
3159,fear,neutral,0.06682459999865387
3164,fear,surprise,0.0703938999940874
3168,fear,fear,0.07724760000564856
316,fear,sad,0.08698069999809377
3190,fear,neutral,0.06264570000348613
3196,fear,fear,0.09221990000514779
3210,fear,sad,0.08079130000260193
3221,fear,neutral,0.08180910000373842
3224,fear,angry,0.07399830000213115
3261,fear,surprise,0.07372520000353688
3265,fear,neutral,0.08656129999872064
3278,fear,fear,0.07446179999533342
3301,fear,fear,0.0917537000059383
3302,fear,sad,0.08318650000001071
3303,fear,angry,0.09436149999964982
3314,fear,fear,0.08755689999816241
3352,fear,fear,0.06707029999961378
3362,fear,fear,0.09196100000553997
3363,fear,neutral,0.06817610000143759
3372,fear,fear,0.08147489999828395
3373,fear,neutral,0.08163120000244817
3386,fear,neutral,0.08232219999626977
3390,fear,happy,0.07157659999938915
3404,fear,happy,0.09305939999467228
341,fear,fear,0.09265419999428559
3425,fear,fear,0.09048850000544917
3427,fear,fear,0.0852006999994046
3435,fear,neutral,0.06646110000292538
3440,fear,surprise,0.06820929999958025
3448,fear,neutral,0.06466139999974985
3460,fear,surprise,0.06958930000109831
3463,fear,fear,0.08031579999806127
3466,fear,surprise,0.0718194000000949
3478,fear,neutral,0.07015769999998156
3488,fear,neutral,0.08753319999959785
3501,fear,fear,0.09140849999675993
3506,fear,neutral,0.068771199999901
3512,fear,neutral,0.08603600000060396
3513,fear,fear,0.0894856999948388
3515,fear,neutral,0.07655760000488954
3517,fear,fear,0.1299183999944944
3521,fear,sad,0.10092249999433989
3542,fear,sad,0.08014060000277823
3544,fear,fear,0.08317799999349518
3548,fear,angry,0.08176280000043334
3583,fear,surprise,0.09004679999634391
3593,fear,happy,0.06829360000119777
3597,fear,sad,0.06150690000504255
3605,fear,neutral,0.0676954000009573
3608,fear,surprise,0.0950818999990588
3627,fear,neutral,0.0820088999971631
364,fear,happy,0.06521149999753106
3670,fear,sad,0.08651870000176132
3672,fear,happy,0.07923869999649469
3679,fear,happy,0.08353630000056
3698,fear,neutral,0.09635870000056457
3711,fear,happy,0.07030140000279061
3728,fear,happy,0.08012330000201473
3748,fear,surprise,0.09048600000096485
3751,fear,angry,0.09551709999504965
3767,fear,angry,0.06975329999841051
3788,fear,fear,0.08359379999455996
3791,fear,happy,0.09012239999719895
3804,fear,fear,0.08973010000045178
3828,fear,neutral,0.06841590000112774
3831,fear,fear,0.06595650000235764
3839,fear,fear,0.08587519999855431
3850,fear,sad,0.08557499999733409
385,fear,happy,0.08894880000298144
3866,fear,neutral,0.06856810000317637
3874,fear,neutral,0.07871819999854779
3875,fear,sad,0.09484800000063842
3883,fear,happy,0.09438410000439035
3886,fear,fear,0.08552619999682065
3888,fear,fear,0.08533220000390429
3906,fear,sad,0.06595419999939622
3925,fear,angry,0.06797630000073696
3927,fear,angry,0.09088019999762764
394,fear,neutral,0.09145059999718796
3954,fear,happy,0.07036240000161342
395,fear,neutral,0.07975550000264775
400,fear,fear,0.06660829999600537
4034,fear,happy,0.08547990000079153
403,fear,angry,0.0806185999972513
4050,fear,fear,0.08165010000084294
4055,fear,angry,0.07865020000463119
4060,fear,surprise,0.07096749999618623
4065,fear,happy,0.07170429999678163
4086,fear,happy,0.07984589999978198
4088,fear,fear,0.08587760000227718
410,fear,neutral,0.07996799999818904
4114,fear,neutral,0.06650860000081593
4137,fear,angry,0.06590909999795258
4140,fear,neutral,0.08323020000534598
4143,fear,surprise,0.07072460000199499
4150,fear,happy,0.09399729999859119
4166,fear,neutral,0.09649619999981951
4181,fear,happy,0.09421360000123968
419,fear,angry,0.06790360000013607
4203,fear,sad,0.08162360000278568
421,fear,angry,0.07244270000228425
4222,fear,sad,0.08758590000070399
4228,fear,surprise,0.0796940000000177
4239,fear,happy,0.08574080000107642
4241,fear,fear,0.0722273999999743
4250,fear,happy,0.09457480000128271
4263,fear,fear,0.0899725000053877
4274,fear,sad,0.08687140000256477
4307,fear,neutral,0.0830738999939058
4321,fear,surprise,0.0684529999998631
4333,fear,surprise,0.06813339999644086
4334,fear,fear,0.06530249999923399
4336,fear,sad,0.06323730000440264
4344,fear,happy,0.09343059999810066
4349,fear,sad,0.08197610000206623
4353,fear,neutral,0.06804700000066077
4358,fear,angry,0.08005889999913052
4363,fear,sad,0.07685339999443386
4369,fear,neutral,0.07919550000224262
4374,fear,fear,0.07019900000159396
4377,fear,angry,0.09282510000048205
4386,fear,neutral,0.06293880000157515
4389,fear,disgust,0.07985639999969862
4390,fear,fear,0.08745900000212714
4394,fear,happy,0.06957949999923585
4400,fear,happy,0.09205199999996694
4416,fear,angry,0.07993110000097658
4424,fear,fear,0.08918709999852581
4448,fear,fear,0.06688109999959124
4449,fear,fear,0.08583680000447202
4459,fear,fear,0.08627820000401698
4469,fear,angry,0.0874716999969678
447,fear,fear,0.06839699999545701
4495,fear,happy,0.08893859999807319
4496,fear,fear,0.08349050000106217
449,fear,surprise,0.07006810000166297
4509,fear,fear,0.08361960000183899
4514,fear,neutral,0.06480890000239015
4516,fear,fear,0.08208400000148686
4547,fear,fear,0.08630549999361392
4550,fear,fear,0.08596640000178013
4572,fear,sad,0.0851939999993192
4593,fear,fear,0.06642180000199005
4596,fear,fear,0.06689249999908498
4602,fear,surprise,0.06748510000034003
4603,fear,fear,0.0900617000006605
4607,fear,neutral,0.08449970000219764
4623,fear,fear,0.07142400000157068
4625,fear,sad,0.08855289999337401
4626,fear,neutral,0.08689370000502095
4673,fear,fear,0.06945379999524448
4703,fear,fear,0.08225929999753134
4716,fear,angry,0.06731910000235075
471,fear,fear,0.0809164999955101
4724,fear,fear,0.0644525000025169
472,fear,fear,0.06743770000321092
4735,fear,happy,0.13895839999895543
4744,fear,happy,0.0815673999968567
4749,fear,fear,0.06495210000139195
4764,fear,happy,0.0898802000010619
4769,fear,surprise,0.06688230000145268
4800,fear,fear,0.08613370000239229
4807,fear,fear,0.09454239999467973
4808,fear,fear,0.09498139999777777
481,fear,sad,0.06585859999904642
4829,fear,surprise,0.06345380000129808
4839,fear,neutral,0.09209659999760333
4878,fear,fear,0.08109030000196071
4881,fear,fear,0.06668639999406878
4884,fear,sad,0.0843477999951574
4895,fear,neutral,0.06495060000452213
4924,fear,happy,0.06573170000046957
4930,fear,sad,0.08557740000105696
4932,fear,fear,0.0657227999981842
4933,fear,neutral,0.08881649999966612
4942,fear,fear,0.07372110000142129
4947,fear,fear,0.07094089999736752
4955,fear,sad,0.12672870000096736
4959,fear,surprise,0.0868652999997721
4962,fear,happy,0.08390540000254987
4966,fear,happy,0.08412830000452232
4975,fear,sad,0.08276800000021467
4976,fear,fear,0.08448019999923417
4983,fear,fear,0.08760959999926854
4987,fear,fear,0.07804479999322211
4991,fear,happy,0.08025990000169259
5012,fear,sad,0.08554629999707686
5021,fear,neutral,0.08575120000023162
5022,fear,fear,0.08666149999771733
503,fear,fear,0.06822249999822816
5040,fear,happy,0.06561150000197813
5052,fear,happy,0.06841810000332771
5055,fear,fear,0.07280670000181999
5060,fear,neutral,0.07160490000387654
5063,fear,sad,0.08985409999877447
5070,fear,neutral,0.08408890000282554
5074,fear,surprise,0.06871379999938654
5077,fear,sad,0.08614269999816315
5092,fear,neutral,0.06563390000519576
5103,fear,happy,0.08147929999540793
5116,fear,fear,0.08287750000454253
5121,fear,fear,0.07007799999701092
5139,fear,sad,0.08421220000309404
5145,fear,neutral,0.06591169999592239
5146,fear,neutral,0.0673912999991444
5153,fear,fear,0.06844060000003083
5168,fear,fear,0.09480780000012601
5195,fear,neutral,0.08414930000435561
5198,fear,neutral,0.0832589999990887
5199,fear,fear,0.06714289999945322
5209,fear,neutral,0.0669389000031515
5225,fear,neutral,0.06647199999861186
5232,fear,fear,0.08772619999945164
5237,fear,happy,0.08552129999588942
5238,fear,surprise,0.06637310000223806
5239,fear,neutral,0.06605810000473866
5250,fear,surprise,0.09035389999917243
529,fear,fear,0.08109030000196071
5303,fear,fear,0.08762489999935497
5315,fear,neutral,0.08817000000271946
5318,fear,fear,0.08045610000408487
5320,fear,fear,0.08292520000395598
5341,fear,sad,0.08511149999685585
5344,fear,fear,0.08108940000238363
5383,fear,surprise,0.06973779999680119
5391,fear,sad,0.08418529999471502
5394,fear,happy,0.08550560000003316
5407,fear,happy,0.10149829999863869
5415,fear,fear,0.09554249999928288
5448,fear,fear,0.08777530000224942
5453,fear,fear,0.09277609999844572
5480,fear,happy,0.06494589999783784
554,fear,neutral,0.0927053000050364
565,fear,fear,0.08647170000040205
580,fear,happy,0.08418529999471502
587,fear,surprise,0.08933719999913592
597,fear,fear,0.09359630000108154
598,fear,happy,0.07025900000007823
605,fear,happy,0.06833990000450285
606,fear,fear,0.06764079999993555
622,fear,fear,0.0892803000024287
638,fear,surprise,0.06674370000109775
679,fear,fear,0.06899370000610361
680,fear,sad,0.08724639999854844
682,fear,neutral,0.08662870000262046
68,fear,surprise,0.06709450000198558
691,fear,surprise,0.09465030000137631
695,fear,fear,0.0817726000022958
697,fear,neutral,0.08217169999988982
706,fear,angry,0.07711689999996452
714,fear,happy,0.08760430000256747
716,fear,fear,0.08031399999890709
721,fear,surprise,0.0669865000018035
722,fear,surprise,0.06462630000169156
728,fear,neutral,0.06460679999872809
738,fear,neutral,0.0919246999983443
745,fear,fear,0.0874827000006917
746,fear,happy,0.06683280000288505
782,fear,fear,0.08600209999713115
783,fear,happy,0.06783499999437481
802,fear,angry,0.06621330000052694
805,fear,neutral,0.06650030000309926
812,fear,happy,0.06611079999856884
821,fear,fear,0.08310250000067754
82,fear,fear,0.08423989999573678
847,fear,angry,0.08655970000108937
863,fear,neutral,0.08709449999878416
878,fear,angry,0.09853310000471538
915,fear,sad,0.08790779999981169
924,fear,happy,0.06801160000031814
926,fear,sad,0.07985929999995278
930,fear,fear,0.08202539999911096
933,fear,fear,0.06830790000094566
936,fear,angry,0.08902169999782927
942,fear,angry,0.06455590000405209
948,fear,neutral,0.06499489999987418
955,fear,happy,0.08518789999652654
968,fear,happy,0.08168640000076266
96,fear,sad,0.0864990999980364
974,fear,fear,0.0765220999965095
98,fear,fear,0.06784820000029868
991,fear,sad,0.09148009999626083
1012,happy,happy,0.07279810000181897
101,happy,neutral,0.08414099999936298
1043,happy,sad,0.08361739999963902
1052,happy,happy,0.08933580000302754
1085,happy,neutral,0.09066460000030929
1086,happy,happy,0.08924909999768715
1087,happy,happy,0.09076759999879869
1099,happy,happy,0.0826149999993504
1107,happy,happy,0.08135930000571534
1140,happy,happy,0.07159769999998389
1147,happy,happy,0.08541730000433745
114,happy,fear,0.08235019999847282
116,happy,neutral,0.08441219999804161
1171,happy,happy,0.06613629999628756
1181,happy,happy,0.08361860000150045
1186,happy,happy,0.0818963000056101
